Year,Sex,Region,Agegroup,Pop_EndOfYear,Pop_MidYear
1981,1,66,12,43405,44127
1981,1,66,13,43190,42694
1981,1,66,14,38025,38196
1981,1,66,15,31887,31772
1981,1,66,16,21639,21358
1981,1,66,17,12037,11894
1981,1,66,18,5118,5020
1981,1,66,21,1603,1591
1981,2,61,01,26269,26317
1981,2,61,02,29397,29699
1981,2,61,03,30851,31240
1981,2,61,04,32289,31847
1981,2,61,05,28739,29090
1981,2,61,06,30117,30006
1981,2,61,07,32338,32818
1981,2,61,08,32316,31537
1981,2,61,09,26402,26251
1981,2,61,10,24740,24793
1981,2,61,11,25833,25924
1981,2,61,12,26815,27227
1981,2,61,13,26791,26541
1981,2,61,14,24960,24929
1981,2,61,15,21875,21820
1981,2,61,16,16981,16857
1981,2,61,17,10526,10265
1981,2,61,18,4587,4528
1981,2,61,21,1592,1557
1981,2,62,01,45070,45136
1981,2,62,02,48217,48994
1981,2,62,03,49479,49662
1981,2,62,04,54105,53364
1981,2,62,05,58339,58125
1981,2,62,06,61143,60963
1981,2,62,07,66536,67831
1981,2,62,08,68747,66912
1981,2,62,09,48026,47053
1981,2,62,10,40627,40483
1981,2,62,11,42114,42434
1981,2,62,12,46894,48002
1981,2,62,13,48117,47375
1981,2,62,14,42642,42888
1981,2,62,15,38936,38728
1981,2,62,16,29080,28666
1981,2,62,17,18689,18337
1981,2,62,18,9250,9104
1981,2,62,21,3719,3629
1981,2,63,01,41007,41381
1981,2,63,02,46746,47212
1981,2,63,03,48524,48908
1981,2,63,04,50336,49586
1981,2,63,05,44941,45062
1981,2,63,06,47197,47677
1981,2,63,07,53133,53860
1981,2,63,08,54780,53484
1981,2,63,09,42418,42082
1981,2,63,10,38495,38417
1981,2,63,11,40610,40963
1981,2,63,12,43163,43606
1981,2,63,13,43386,43026
1981,2,63,14,41574,41724
1981,2,63,15,38376,38269
1981,2,63,16,30333,29970
1981,2,63,17,19918,19573
1981,2,63,18,9934,9773
1981,2,63,21,4090,4014
1981,2,64,01,27053,27298
1981,2,64,02,31072,31433
1981,2,64,03,32755,33069
1981,2,64,04,33879,33338
1981,2,64,05,29099,29259
1981,2,64,06,29912,30112
1981,2,64,07,33856,34336
1981,2,64,08,34200,33393
1981,2,64,09,26803,26529
1981,2,64,10,24461,24535
1981,2,64,11,25962,26140
1981,2,64,12,28097,28581
1981,2,64,13,29153,28826
1981,2,64,14,27193,27255
1981,2,64,15,25003,24977
1981,2,64,16,19551,19380
1981,2,64,17,12511,12230
1981,2,64,18,5844,5727
1981,2,64,21,2199,2145
1981,2,65,01,51695,51911
1981,2,65,02,59969,60948
1981,2,65,03,64170,64636
1981,2,65,04,67039,66328
1981,2,65,05,58189,58454
1981,2,65,06,60990,61306
1981,2,65,07,69514,70804
1981,2,65,08,71457,69564
1981,2,65,09,53523,52823
1981,2,65,10,48082,48209
1981,2,65,11,51375,51723
1981,2,65,12,55734,56816
1981,2,65,13,58788,58162
1981,2,65,14,53323,53497
1981,2,65,15,49352,49074
1981,2,65,16,37843,37537
1981,2,65,17,24125,23693
1981,2,65,18,11416,11235
1981,2,65,21,4089,3973
1981,2,66,01,42572,42766
1981,2,66,02,48118,48772
1981,2,66,03,50933,51462
1981,2,66,04,52818,52105
1981,2,66,05,49805,50091
1981,2,66,06,52248,52301
1981,2,66,07,56492,57282
1981,2,66,08,55994,54480
1981,2,66,09,42871,42500
1981,2,66,10,39136,39227
1981,2,66,11,40668,40977
1981,2,66,12,44120,44853
1981,2,66,13,45240,44700
1981,2,66,14,41888,42114
1981,2,66,15,38316,37996
1981,2,66,16,29579,29234
1981,2,66,17,19171,18880
1981,2,66,18,9371,9232
1981,2,66,21,3686,3545
1982,1,61,01,27249,27335
1982,1,61,02,29711,30145
1982,1,61,03,31710,32062
1982,1,61,04,35142,34777
1982,1,61,05,30789,31114
1982,1,61,06,32445,32700
1982,1,61,07,34496,34941
1982,1,61,08,36313,35800
1982,1,61,09,27750,27346
1982,1,61,10,25447,25428
1982,1,61,11,25657,25758
1982,1,61,12,26592,26884
1982,1,61,13,26747,26681
1982,1,61,14,23695,23809
1982,1,61,15,19966,19939
1982,1,61,16,13554,13382
1982,1,61,17,7522,7418
1982,1,61,18,3001,2969
1982,1,61,21,861,853
1982,1,62,01,47857,47699
1982,1,62,02,49066,49919
1982,1,62,03,51109,51175
1982,1,62,04,56125,55770
1982,1,62,05,56574,56617
1982,1,62,06,63191,62919
1982,1,62,07,65659,66488
1982,1,62,08,73184,72440
1982,1,62,09,54390,52590
1982,1,62,10,42118,41728
1982,1,62,11,39949,40029
1982,1,62,12,42044,42695
1982,1,62,13,42747,42687
1982,1,62,14,33575,33628
1982,1,62,15,27388,27112
1982,1,62,16,17189,16848
1982,1,62,17,8872,8680
1982,1,62,18,3472,3421
1982,1,62,21,1120,1092
1982,1,63,01,42167,42520
1982,1,63,02,47834,48416
1982,1,63,03,50123,50684
1982,1,63,04,54411,53689
1982,1,63,05,46814,46870
1982,1,63,06,47952,48339
1982,1,63,07,53322,54118
1982,1,63,08,58694,58269
1982,1,63,09,46473,45477
1982,1,63,10,39526,39249
1982,1,63,11,39217,39457
1982,1,63,12,40675,41120
1982,1,63,13,41484,41363
1982,1,63,14,36922,37099
1982,1,63,15,32235,32045
1982,1,63,16,22219,21949
1982,1,63,17,12283,12139
1982,1,63,18,5171,5093
1982,1,63,21,1804,1797
1982,1,64,01,28054,28301
1982,1,64,02,31827,32212
1982,1,64,03,34046,34390
1982,1,64,04,36717,36247
1982,1,64,05,31266,31312
1982,1,64,06,31478,31710
1982,1,64,07,33873,34503
1982,1,64,08,37389,36966
1982,1,64,09,28799,28164
1982,1,64,10,24496,24377
1982,1,64,11,24675,24900
1982,1,64,12,26589,26891
1982,1,64,13,28049,28054
1982,1,64,14,24900,25088
1982,1,64,15,21813,21721
1982,1,64,16,14851,14689
1982,1,64,17,8395,8275
1982,1,64,18,3349,3303
1982,1,64,21,1098,1087
1982,1,65,01,53430,53808
1982,1,65,02,60630,61762
1982,1,65,03,66322,67020
1982,1,65,04,72481,71764
1982,1,65,05,62170,62093
1982,1,65,06,63740,64243
1982,1,65,07,70986,72334
1982,1,65,08,78100,76973
1982,1,65,09,59405,58026
1982,1,65,10,49148,48989
1982,1,65,11,50051,50344
1982,1,65,12,52429,53189
1982,1,65,13,56039,56041
1982,1,65,14,48879,49123
1982,1,65,15,42761,42633
1982,1,65,16,29097,28836
1982,1,65,17,16142,15885
1982,1,65,18,6601,6459
1982,1,65,21,1918,1901
1982,1,66,01,44419,44476
1982,1,66,02,48706,49483
1982,1,66,03,52538,53046
1982,1,66,04,56898,56195
1982,1,66,05,50844,51033
1982,1,66,06,53745,53939
1982,1,66,07,57626,58574
1982,1,66,08,61790,61074
1982,1,66,09,47627,46531
1982,1,66,10,40039,39890
1982,1,66,11,40468,40614
1982,1,66,12,42285,42845
1982,1,66,13,43426,43308
1982,1,66,14,37447,37736
1982,1,66,15,32386,32137
1982,1,66,16,22120,21880
1982,1,66,17,12517,12277
1982,1,66,18,5216,5167
1982,1,66,21,1665,1634
1982,2,61,01,25823,26046
1982,2,61,02,28574,28986
1982,2,61,03,30273,30562
1982,2,61,04,32928,32609
1982,2,61,05,28082,28411
1982,2,61,06,29790,29954
1982,2,61,07,31485,31912
1982,2,61,08,33372,32844
1982,2,61,09,26978,26690
1982,2,61,10,24599,24670
1982,2,61,11,25673,25753
1982,2,61,12,26393,26604
1982,2,61,13,27048,26920
1982,2,61,14,24653,24807
1982,2,61,15,22221,22048
1982,2,61,16,17257,17119
1982,2,61,17,11048,10787
1982,2,61,18,4795,4691
1982,2,61,21,1666,1629
1982,2,62,01,45267,45169
1982,2,62,02,46796,47507
1982,2,62,03,49211,49345
1982,2,62,04,54614,54360
1982,2,62,05,58951,58645
1982,2,62,06,61872,61508
1982,2,62,07,64535,65536
1982,2,62,08,70857,69802
1982,2,62,09,51319,49673
1982,2,62,10,41154,40891
1982,2,62,11,41656,41885
1982,2,62,12,45373,46134
1982,2,62,13,48567,48342
1982,2,62,14,41915,42279
1982,2,62,15,39600,39268
1982,2,62,16,30072,29576
1982,2,62,17,19355,19022
1982,2,62,18,9623,9437
1982,2,62,21,3985,3852
1982,2,63,01,40526,40767
1982,2,63,02,45675,46211
1982,2,63,03,47867,48196
1982,2,63,04,51331,50834
1982,2,63,05,44751,44846
1982,2,63,06,46564,46881
1982,2,63,07,51814,52474
1982,2,63,08,55955,55368
1982,2,63,09,44208,43313
1982,2,63,10,38715,38605
1982,2,63,11,40252,40431
1982,2,63,12,42288,42726
1982,2,63,13,43830,43608
1982,2,63,14,41271,41423
1982,2,63,15,38797,38587
1982,2,63,16,30980,30657
1982,2,63,17,20746,20332
1982,2,63,18,10352,10143
1982,2,63,21,4288,4189
1982,2,64,01,26476,26765
1982,2,64,02,30144,30608
1982,2,64,03,32181,32468
1982,2,64,04,34568,34224
1982,2,64,05,28995,29047
1982,2,64,06,29553,29733
1982,2,64,07,32749,33303
1982,2,64,08,35177,34689
1982,2,64,09,27931,27367
1982,2,64,10,24388,24425
1982,2,64,11,25641,25802
1982,2,64,12,27518,27808
1982,2,64,13,29337,29245
1982,2,64,14,26911,27052
1982,2,64,15,25161,25082
1982,2,64,16,19977,19764
1982,2,64,17,12996,12754
1982,2,64,18,6100,5972
1982,2,64,21,2301,2250
1982,2,65,01,51204,51450
1982,2,65,02,57856,58913
1982,2,65,03,62613,63392
1982,2,65,04,68839,67939
1982,2,65,05,57729,57959
1982,2,65,06,60384,60687
1982,2,65,07,67208,68361
1982,2,65,08,73607,72532
1982,2,65,09,55972,54748
1982,2,65,10,48321,48202
1982,2,65,11,50635,51005
1982,2,65,12,54173,54954
1982,2,65,13,59037,58913
1982,2,65,14,53081,53202
1982,2,65,15,49574,49463
1982,2,65,16,38656,38250
1982,2,65,17,25293,24709
1982,2,65,18,11786,11601
1982,2,65,21,4408,4249
1982,2,66,01,42546,42559
1982,2,66,02,46243,47181
1982,2,66,03,50236,50585
1982,2,66,04,54033,53426
1982,2,66,05,49230,49518
1982,2,66,06,52009,52129
1982,2,66,07,55046,55769
1982,2,66,08,57836,56915
1982,2,66,09,44552,43712
1982,2,66,10,39252,39194
1982,2,66,11,40607,40638
1982,2,66,12,42806,43463
1982,2,66,13,45442,45341
1982,2,66,14,41659,41774
1982,2,66,15,38673,38495
1982,2,66,16,30178,29879
1982,2,66,17,20025,19598
1982,2,66,18,9787,9579
1982,2,66,21,3897,3792
1983,1,61,01,26915,27082
1983,1,61,02,28955,29333
1983,1,61,03,31254,31482
1983,1,61,04,35067,35105
1983,1,61,05,30887,30838
1983,1,61,06,31686,32066
1983,1,61,07,33637,34067
1983,1,61,08,36810,36562
1983,1,61,09,29252,28501
1983,1,61,10,25638,25543
1983,1,61,11,25167,25412
1983,1,61,12,26033,26313
1983,1,61,13,26794,26771
1983,1,61,14,23422,23559
1983,1,61,15,20136,20051
1983,1,61,16,13916,13735
1983,1,61,17,7617,7570
1983,1,61,18,3087,3044
1983,1,61,21,938,900
1983,1,62,01,47886,47872
1983,1,62,02,47601,48334
1983,1,62,03,51538,51324
1983,1,62,04,55343,55734
1983,1,62,05,57091,56833
1983,1,62,06,63422,63307
1983,1,62,07,64371,65015
1983,1,62,08,72771,72978
1983,1,62,09,58514,56452
1983,1,62,10,43781,42950
1983,1,62,11,39377,39663
1983,1,62,12,40968,41506
1983,1,62,13,43051,42899
1983,1,62,14,33402,33489
1983,1,62,15,27878,27633
1983,1,62,16,17847,17518
1983,1,62,17,9159,9016
1983,1,62,18,3551,3512
1983,1,62,21,1154,1137
1983,1,63,01,41821,41994
1983,1,63,02,46744,47289
1983,1,63,03,49847,49985
1983,1,63,04,54421,54416
1983,1,63,05,47845,47330
1983,1,63,06,47231,47592
1983,1,63,07,51901,52612
1983,1,63,08,58620,58657
1983,1,63,09,49001,47737
1983,1,63,10,40597,40062
1983,1,63,11,38469,38843
1983,1,63,12,40180,40428
1983,1,63,13,41862,41673
1983,1,63,14,36208,36565
1983,1,63,15,32462,32349
1983,1,63,16,22804,22512
1983,1,63,17,12578,12431
1983,1,63,18,5324,5248
1983,1,63,21,1822,1813
1983,1,64,01,28078,28066
1983,1,64,02,30506,31167
1983,1,64,03,33929,33988
1983,1,64,04,36641,36679
1983,1,64,05,31668,31467
1983,1,64,06,31145,31312
1983,1,64,07,32924,33399
1983,1,64,08,37568,37479
1983,1,64,09,30396,29598
1983,1,64,10,25125,24811
1983,1,64,11,24133,24404
1983,1,64,12,25767,26178
1983,1,64,13,28140,28095
1983,1,64,14,24493,24697
1983,1,64,15,21845,21829
1983,1,64,16,15388,15120
1983,1,64,17,8617,8506
1983,1,64,18,3436,3393
1983,1,64,21,1134,1116
1983,1,65,01,53339,53385
1983,1,65,02,58291,59461
1983,1,65,03,65216,65769
1983,1,65,04,72780,72631
1983,1,65,05,62539,62355
1983,1,65,06,62523,63132
1983,1,65,07,68461,69724
1983,1,65,08,78783,78442
1983,1,65,09,62604,61005
1983,1,65,10,50529,49839
1983,1,65,11,49005,49528
1983,1,65,12,51229,51829
1983,1,65,13,55940,55990
1983,1,65,14,48388,48634
1983,1,65,15,42732,42747
1983,1,65,16,29898,29498
1983,1,65,17,16532,16337
1983,1,65,18,6743,6672
1983,1,65,21,2006,1962
1983,1,66,01,44576,44498
1983,1,66,02,46932,47819
1983,1,66,03,52174,52356
1983,1,66,04,56865,56882
1983,1,66,05,51409,51127
1983,1,66,06,53240,53493
1983,1,66,07,56004,56815
1983,1,66,08,62401,62096
1983,1,66,09,50326,48977
1983,1,66,10,41107,40573
1983,1,66,11,39615,40042
1983,1,66,12,41351,41818
1983,1,66,13,43875,43651
1983,1,66,14,36917,37182
1983,1,66,15,32701,32544
1983,1,66,16,22684,22402
1983,1,66,17,12780,12649
1983,1,66,18,5362,5289
1983,1,66,21,1694,1680
1983,2,61,01,25729,25776
1983,2,61,02,27619,28097
1983,2,61,03,29884,30079
1983,2,61,04,33022,32975
1983,2,61,05,28147,28115
1983,2,61,06,29178,29484
1983,2,61,07,30767,31126
1983,2,61,08,33756,33564
1983,2,61,09,28105,27542
1983,2,61,10,24964,24782
1983,2,61,11,25062,25368
1983,2,61,12,26184,26289
1983,2,61,13,27153,27101
1983,2,61,14,24445,24549
1983,2,61,15,22434,22328
1983,2,61,16,17589,17423
1983,2,61,17,11372,11210
1983,2,61,18,5015,4905
1983,2,61,21,1822,1744
1983,2,62,01,45524,45396
1983,2,62,02,45313,46055
1983,2,62,03,49204,49208
1983,2,62,04,54222,54418
1983,2,62,05,59698,59325
1983,2,62,06,62140,62006
1983,2,62,07,62754,63645
1983,2,62,08,71493,71175
1983,2,62,09,55196,53258
1983,2,62,10,42604,41879
1983,2,62,11,40686,41171
1983,2,62,12,44094,44734
1983,2,62,13,48657,48612
1983,2,62,14,41732,41824
1983,2,62,15,39684,39642
1983,2,62,16,31184,30628
1983,2,62,17,20083,19719
1983,2,62,18,9904,9764
1983,2,62,21,4275,4130
1983,2,63,01,40137,40332
1983,2,63,02,44436,45056
1983,2,63,03,47690,47779
1983,2,63,04,51384,51358
1983,2,63,05,45211,44981
1983,2,63,06,45937,46251
1983,2,63,07,50455,51135
1983,2,63,08,56156,56056
1983,2,63,09,46636,45422
1983,2,63,10,39717,39216
1983,2,63,11,39185,39719
1983,2,63,12,41850,42069
1983,2,63,13,44466,44148
1983,2,63,14,40520,40896
1983,2,63,15,39015,38906
1983,2,63,16,31839,31410
1983,2,63,17,21402,21074
1983,2,63,18,10792,10572
1983,2,63,21,4459,4374
1983,2,64,01,26234,26355
1983,2,64,02,29216,29680
1983,2,64,03,32017,32099
1983,2,64,04,34745,34657
1983,2,64,05,29065,29030
1983,2,64,06,29161,29357
1983,2,64,07,31698,32224
1983,2,64,08,35549,35363
1983,2,64,09,29235,28583
1983,2,64,10,24881,24635
1983,2,64,11,25050,25346
1983,2,64,12,27016,27267
1983,2,64,13,29482,29410
1983,2,64,14,26456,26684
1983,2,64,15,25358,25260
1983,2,64,16,20493,20235
1983,2,64,17,13572,13284
1983,2,64,18,6335,6218
1983,2,64,21,2450,2376
1983,2,65,01,50829,51017
1983,2,65,02,55551,56704
1983,2,65,03,62155,62384
1983,2,65,04,68655,68747
1983,2,65,05,58082,57906
1983,2,65,06,59252,59818
1983,2,65,07,64895,66052
1983,2,65,08,74443,74025
1983,2,65,09,59005,57489
1983,2,65,10,49328,48825
1983,2,65,11,49426,50031
1983,2,65,12,53150,53662
1983,2,65,13,59156,59097
1983,2,65,14,52858,52970
1983,2,65,15,49512,49543
1983,2,65,16,39789,39223
1983,2,65,17,25899,25596
1983,2,65,18,12396,12091
1983,2,65,21,4610,4509
1983,2,66,01,42297,42422
1983,2,66,02,44691,45467
1983,2,66,03,49800,50018
1983,2,66,04,54278,54156
1983,2,66,05,49858,49544
1983,2,66,06,51432,51721
1983,2,66,07,53703,54375
1983,2,66,08,58726,58281
1983,2,66,09,47107,45830
1983,2,66,10,39905,39579
1983,2,66,11,39814,40211
1983,2,66,12,41963,42385
1983,2,66,13,45833,45638
1983,2,66,14,41285,41472
1983,2,66,15,38770,38722
1983,2,66,16,30976,30577
1983,2,66,17,20646,20336
1983,2,66,18,10268,10028
1983,2,66,21,4099,3998
1984,1,61,01,26743,26829
1984,1,61,02,28010,28483
1984,1,61,03,31383,31319
1984,1,61,04,34152,34610
1984,1,61,05,31190,31039
1984,1,61,06,31188,31437
1984,1,61,07,32928,33283
1984,1,61,08,36567,36689
1984,1,61,09,30786,30019
1984,1,61,10,25988,25813
1984,1,61,11,24927,25047
1984,1,61,12,25529,25781
1984,1,61,13,26904,26849
1984,1,61,14,23043,23233
1984,1,61,15,20165,20151
1984,1,61,16,14215,14066
1984,1,61,17,7844,7731
1984,1,61,18,3205,3146
1984,1,61,21,978,958
1984,1,62,01,48123,48005
1984,1,62,02,46617,47109
1984,1,62,03,52341,51940
1984,1,62,04,53486,54415
1984,1,62,05,59371,58231
1984,1,62,06,64026,63724
1984,1,62,07,63618,63995
1984,1,62,08,71026,71899
1984,1,62,09,62948,60731
1984,1,62,10,46078,44930
1984,1,62,11,39384,39381
1984,1,62,12,39643,40306
1984,1,62,13,43139,43095
1984,1,62,14,33549,33476
1984,1,62,15,27890,27884
1984,1,62,16,18672,18260
1984,1,62,17,9625,9392
1984,1,62,18,3690,3621
1984,1,62,21,1180,1167
1984,1,63,01,41389,41605
1984,1,63,02,45541,46143
1984,1,63,03,50161,50004
1984,1,63,04,53518,53970
1984,1,63,05,49310,48578
1984,1,63,06,47158,47195
1984,1,63,07,50416,51159
1984,1,63,08,57699,58160
1984,1,63,09,51942,50472
1984,1,63,10,41653,41125
1984,1,63,11,38211,38340
1984,1,63,12,39519,39850
1984,1,63,13,41905,41884
1984,1,63,14,35620,35914
1984,1,63,15,32306,32384
1984,1,63,16,23508,23156
1984,1,63,17,12985,12782
1984,1,63,18,5513,5419
1984,1,63,21,1819,1821
1984,1,64,01,27775,27927
1984,1,64,02,29627,30067
1984,1,64,03,34058,33994
1984,1,64,04,36022,36332
1984,1,64,05,32639,32154
1984,1,64,06,30980,31063
1984,1,64,07,32173,32549
1984,1,64,08,37038,37303
1984,1,64,09,32262,31329
1984,1,64,10,25889,25507
1984,1,64,11,23867,24000
1984,1,64,12,25112,25440
1984,1,64,13,27855,27998
1984,1,64,14,24285,24389
1984,1,64,15,21856,21851
1984,1,64,16,15807,15598
1984,1,64,17,8888,8753
1984,1,64,18,3562,3499
1984,1,64,21,1164,1149
1984,1,65,01,53133,53236
1984,1,65,02,56203,57247
1984,1,65,03,65412,65314
1984,1,65,04,70561,71671
1984,1,65,05,64261,63400
1984,1,65,06,62046,62285
1984,1,65,07,65908,67185
1984,1,65,08,77397,78090
1984,1,65,09,66823,64714
1984,1,65,10,52329,51429
1984,1,65,11,48286,48646
1984,1,65,12,50210,50720
1984,1,65,13,55575,55758
1984,1,65,14,47831,48110
1984,1,65,15,42583,42658
1984,1,65,16,30650,30274
1984,1,65,17,17047,16790
1984,1,65,18,6969,6856
1984,1,65,21,2080,2043
1984,1,66,01,44765,44671
1984,1,66,02,45611,46272
1984,1,66,03,52139,52157
1984,1,66,04,56029,56447
1984,1,66,05,53165,52287
1984,1,66,06,53559,53400
1984,1,66,07,54480,55242
1984,1,66,08,62002,62202
1984,1,66,09,53301,51814
1984,1,66,10,42549,41828
1984,1,66,11,39055,39335
1984,1,66,12,40357,40854
1984,1,66,13,43915,43895
1984,1,66,14,36594,36756
1984,1,66,15,32821,32761
1984,1,66,16,23310,22997
1984,1,66,17,13150,12965
1984,1,66,18,5484,5423
1984,1,66,21,1776,1735
1984,2,61,01,25427,25578
1984,2,61,02,26799,27209
1984,2,61,03,30010,29947
1984,2,61,04,32030,32526
1984,2,61,05,28392,28270
1984,2,61,06,28930,29054
1984,2,61,07,30007,30387
1984,2,61,08,33763,33760
1984,2,61,09,29029,28567
1984,2,61,10,25412,25188
1984,2,61,11,24868,24965
1984,2,61,12,25796,25990
1984,2,61,13,27406,27280
1984,2,61,14,24048,24247
1984,2,61,15,22506,22470
1984,2,61,16,17961,17775
1984,2,61,17,11791,11582
1984,2,61,18,5316,5166
1984,2,61,21,1958,1890
1984,2,62,01,45650,45587
1984,2,62,02,44464,44889
1984,2,62,03,49987,49596
1984,2,62,04,52235,53229
1984,2,62,05,62461,61080
1984,2,62,06,62730,62435
1984,2,62,07,61457,62106
1984,2,62,08,70412,70953
1984,2,62,09,59802,57499
1984,2,62,10,44455,43530
1984,2,62,11,40105,40396
1984,2,62,12,42804,43449
1984,2,62,13,48842,48750
1984,2,62,14,41454,41593
1984,2,62,15,39598,39641
1984,2,62,16,32216,31700
1984,2,62,17,20805,20444
1984,2,62,18,10365,10135
1984,2,62,21,4445,4360
1984,2,63,01,39514,39826
1984,2,63,02,43463,43950
1984,2,63,03,48017,47854
1984,2,63,04,50263,50824
1984,2,63,05,46666,45939
1984,2,63,06,45479,45708
1984,2,63,07,49280,49868
1984,2,63,08,55538,55847
1984,2,63,09,49498,48067
1984,2,63,10,40548,40133
1984,2,63,11,38764,38975
1984,2,63,12,41172,41511
1984,2,63,13,44613,44540
1984,2,63,14,39960,40240
1984,2,63,15,38993,39004
1984,2,63,16,32612,32226
1984,2,63,17,22206,21804
1984,2,63,18,11168,10980
1984,2,63,21,4756,4608
1984,2,64,01,25954,26094
1984,2,64,02,28278,28747
1984,2,64,03,32191,32104
1984,2,64,04,34072,34409
1984,2,64,05,29871,29468
1984,2,64,06,28852,29007
1984,2,64,07,30708,31203
1984,2,64,08,35378,35464
1984,2,64,09,30727,29981
1984,2,64,10,25586,25234
1984,2,64,11,24656,24853
1984,2,64,12,26384,26700
1984,2,64,13,29525,29504
1984,2,64,14,26150,26303
1984,2,64,15,25384,25371
1984,2,64,16,20939,20716
1984,2,64,17,13965,13769
1984,2,64,18,6676,6506
1984,2,64,21,2602,2526
1984,2,65,01,50637,50733
1984,2,65,02,53345,54448
1984,2,65,03,62565,62360
1984,2,65,04,66559,67607
1984,2,65,05,59522,58802
1984,2,65,06,58575,58914
1984,2,65,07,62430,63663
1984,2,65,08,73754,74099
1984,2,65,09,62853,60929
1984,2,65,10,50712,50020
1984,2,65,11,48654,49040
1984,2,65,12,51783,52467
1984,2,65,13,59222,59189
1984,2,65,14,52439,52649
1984,2,65,15,49402,49457
1984,2,65,16,40657,40223
1984,2,65,17,26863,26381
1984,2,65,18,12859,12628
1984,2,65,21,4889,4750
1984,2,66,01,42391,42344
1984,2,66,02,43516,44104
1984,2,66,03,49890,49845
1984,2,66,04,53265,53772
1984,2,66,05,51423,50641
1984,2,66,06,51473,51453
1984,2,66,07,52528,53116
1984,2,66,08,58695,58711
1984,2,66,09,49491,48299
1984,2,66,10,41082,40494
1984,2,66,11,39471,39643
1984,2,66,12,40952,41458
1984,2,66,13,46063,45948
1984,2,66,14,40729,41007
1984,2,66,15,38919,38845
1984,2,66,16,31828,31402
1984,2,66,17,21490,21068
1984,2,66,18,10688,10478
1984,2,66,21,4314,4207
1985,1,61,01,26823,26783
1985,1,61,02,27512,27761
1985,1,61,03,31147,31265
1985,1,61,04,33061,33607
1985,1,61,05,31780,31485
1985,1,61,06,30416,30802
1985,1,61,07,32326,32627
1985,1,61,08,35879,36223
1985,1,61,09,32715,31751
1985,1,61,10,26110,26049
